      occcnt,        pcnt,     p_level,        xcnt,   rest_zcnt,rest_z_level,      udistr,    escape1m,  escape1p5m,    escape2m,,
           1,           3,    0.943404,           2,      44    ,    0.564440,    0.000144,    0.005734,    0.026818,    0.061488,,
           1,           3,    0.943404,           2,      45    ,    0.569202,    0.000154,    0.012973,    0.043354,    0.084695,,
           1,           3,    0.943404,           2,      46    ,    0.573989,    0.000165,    0.031385,    0.077965,    0.129356,,
           1,           3,    0.943404,           2,      47    ,    0.578801,    0.000180,    0.069760,    0.136617,    0.198433,,
           1,           3,    0.943404,           2,      48    ,    0.583637,    0.000186,    0.140351,    0.225944,    0.294687,,
           1,           3,    0.943404,           2,      49    ,    0.588499,    0.000191,    0.256284,    0.351151,    0.419465,,
           1,           3,    0.943404,           2,      50    ,    0.593385,    0.000182,    0.424252,    0.511833,    0.570028,,
           1,           3,    0.943404,           2,      51    ,    0.598298,    0.000163,    0.627174,    0.690877,    0.730934,,
           1,           3,    0.943404,           3,      19    ,    0.453055,    0.000023,    0.587465,    0.647057,    0.684426,,
           1,           3,    0.943404,           3,      20    ,    0.457239,    0.000038,    0.382028,    0.460511,    0.512470,,
           1,           3,    0.943404,           3,      21    ,    0.461445,    0.000057,    0.221079,    0.302505,    0.360804,,
           1,           3,    0.943404,           3,      22    ,    0.465673,    0.000077,    0.115940,    0.186256,    0.242135,,
           1,           3,    0.943404,           3,      23    ,    0.469923,    0.000099,    0.055195,    0.107608,    0.155035,,
           1,           3,    0.943404,           3,      24    ,    0.474195,    0.000122,    0.023740,    0.058160,    0.094512,,
           1,           3,    0.943404,           3,      25    ,    0.478489,    0.000149,    0.009193,    0.029351,    0.054818,,
           1,           3,    0.943404,           3,      26    ,    0.482805,    0.000178,    0.003198,    0.013824,    0.030332,,
           1,           3,    0.943404,           3,      27    ,    0.487144,    0.000209,    0.000998,    0.006114,    0.016278,,
           1,           3,    0.943404,           3,      28    ,    0.491505,    0.000240,    0.000284,    0.002677,    0.009133,,
           1,           3,    0.943404,           3,      29    ,    0.495889,    0.000277,    0.000099,    0.001558,    0.006729,,
           1,           3,    0.943404,           3,      30    ,    0.500295,    0.000319,    0.000141,    0.002019,    0.008232,,
           1,           3,    0.943404,           3,      31    ,    0.504724,    0.000357,    0.000481,    0.004352,    0.014094,,
           1,           3,    0.943404,           3,      32    ,    0.509177,    0.000401,    0.001627,    0.009928,    0.026027,,
           1,           3,    0.943404,           3,      33    ,    0.513652,    0.000455,    0.004955,    0.021462,    0.046964,,
           1,           3,    0.943404,           3,      34    ,    0.518151,    0.000504,    0.013528,    0.043298,    0.080903,,
           1,           3,    0.943404,           3,      35    ,    0.522673,    0.000546,    0.033174,    0.081451,    0.132498,,
           1,           3,    0.943404,           3,      36    ,    0.527218,    0.000592,    0.073239,    0.143042,    0.206295,,
           1,           3,    0.943404,           3,      37    ,    0.531787,    0.000620,    0.146050,    0.234962,    0.305716,,
           1,           3,    0.943404,           3,      38    ,    0.536380,    0.000631,    0.264266,    0.362013,    0.432089,,
           1,           3,    0.943404,           3,      39    ,    0.540996,    0.000611,    0.433535,    0.522970,    0.582253,,
           1,           3,    0.943404,           3,      40    ,    0.545637,    0.000558,    0.635633,    0.700091,    0.740559,,
           2,           3,    0.943404,           1,      67    ,    0.680448,    0.000209,    0.626086,    0.695494,    0.745747,,
           2,           3,    0.943404,           1,      68    ,    0.685812,    0.000310,    0.425604,    0.525381,    0.602052,,
           2,           3,    0.943404,           1,      69    ,    0.691203,    0.000413,    0.265031,    0.382970,    0.480259,,
           2,           3,    0.943404,           1,      70    ,    0.696623,    0.000505,    0.166344,    0.290888,    0.400339,,
           2,           3,    0.943404,           1,      71    ,    0.702070,    0.000588,    0.131371,    0.256548,    0.369907,,
           2,           3,    0.943404,           1,      72    ,    0.707546,    0.000652,    0.159257,    0.282234,    0.391681,,
           2,           3,    0.943404,           1,      73    ,    0.713050,    0.000696,    0.251757,    0.367493,    0.464985,,
           2,           3,    0.943404,           1,      74    ,    0.718583,    0.000694,    0.408691,    0.506824,    0.584091,,
           2,           3,    0.943404,           1,      75    ,    0.724144,    0.000654,    0.610022,    0.678898,    0.730023,,
           2,           3,    0.943404,           2,      44    ,    0.564440,    0.000040,    0.607019,    0.668794,    0.707961,,
           2,           3,    0.943404,           2,      45    ,    0.569202,    0.000059,    0.402548,    0.485736,    0.541740,,
           2,           3,    0.943404,           2,      46    ,    0.573989,    0.000077,    0.237982,    0.326438,    0.391596,,
           2,           3,    0.943404,           2,      47    ,    0.578801,    0.000092,    0.127597,    0.206495,    0.272444,,
           2,           3,    0.943404,           2,      48    ,    0.583637,    0.000107,    0.062403,    0.124695,    0.186138,,
           2,           3,    0.943404,           2,      49    ,    0.588499,    0.000125,    0.028654,    0.075488,    0.131254,,
           2,           3,    0.943404,           2,      50    ,    0.593385,    0.000140,    0.015171,    0.053498,    0.105969,,
           2,           3,    0.943404,           2,      51    ,    0.598298,    0.000147,    0.016016,    0.055562,    0.109034,,
           2,           3,    0.943404,           2,      52    ,    0.603235,    0.000160,    0.031539,    0.081848,    0.140385,,
           2,           3,    0.943404,           2,      53    ,    0.608198,    0.000167,    0.068235,    0.135682,    0.201010,,
           2,           3,    0.943404,           2,      54    ,    0.613187,    0.000173,    0.137391,    0.222104,    0.292150,,
           2,           3,    0.943404,           2,      55    ,    0.618202,    0.000174,    0.252006,    0.345651,    0.414221,,
           2,           3,    0.943404,           2,      56    ,    0.623243,    0.000168,    0.419215,    0.505889,    0.564047,,
           2,           3,    0.943404,           2,      57    ,    0.628310,    0.000150,    0.622543,    0.685851,    0.725910,,
           2,           3,    0.943404,           3,      26    ,    0.482805,    0.000050,    0.592954,    0.653163,    0.690945,,
           2,           3,    0.943404,           3,      27    ,    0.487144,    0.000079,    0.387733,    0.467498,    0.520344,,
           2,           3,    0.943404,           3,      28    ,    0.491505,    0.000111,    0.225730,    0.308974,    0.368624,,
           2,           3,    0.943404,           3,      29    ,    0.495889,    0.000146,    0.119095,    0.191405,    0.248931,,
           2,           3,    0.943404,           3,      30    ,    0.500295,    0.000182,    0.057035,    0.111255,    0.160412,,
           2,           3,    0.943404,           3,      31    ,    0.504724,    0.000222,    0.024677,    0.060507,    0.098521,,
           2,           3,    0.943404,           3,      32    ,    0.509177,    0.000271,    0.009613,    0.030767,    0.057831,,
           2,           3,    0.943404,           3,      33    ,    0.513652,    0.000320,    0.003369,    0.014732,    0.032995,,
           2,           3,    0.943404,           3,      34    ,    0.518151,    0.000374,    0.001083,    0.006995,    0.019577,,
           2,           3,    0.943404,           3,      35    ,    0.522673,    0.000429,    0.000415,    0.004237,    0.014594,,
           2,           3,    0.943404,           3,      36    ,    0.527218,    0.000480,    0.000532,    0.005065,    0.016757,,
           2,           3,    0.943404,           3,      37    ,    0.531787,    0.000543,    0.001581,    0.009873,    0.026523,,
           2,           3,    0.943404,           3,      38    ,    0.536380,    0.000604,    0.004790,    0.020840,    0.046012,,
           2,           3,    0.943404,           3,      39    ,    0.540996,    0.000662,    0.013123,    0.042035,    0.078750,,
           2,           3,    0.943404,           3,      40    ,    0.545637,    0.000710,    0.032313,    0.079351,    0.129180,,
           2,           3,    0.943404,           3,      41    ,    0.550301,    0.000761,    0.071633,    0.139917,    0.201842,,
           2,           3,    0.943404,           3,      42    ,    0.554990,    0.000793,    0.143438,    0.230778,    0.300313,,
           2,           3,    0.943404,           3,      43    ,    0.559703,    0.000800,    0.260621,    0.357041,    0.426191,,
           2,           3,    0.943404,           3,      44    ,    0.564440,    0.000765,    0.429308,    0.517901,    0.576645,,
           2,           3,    0.943404,           3,      45    ,    0.569202,    0.000703,    0.631794,    0.695913,    0.736182,,
           3,           3,    0.943404,           1,      60    ,    0.643669,    0.000157,    0.619817,    0.685596,    0.731517,,
           3,           3,    0.943404,           1,      61    ,    0.648842,    0.000256,    0.417157,    0.509529,    0.578695,,
           3,           3,    0.943404,           1,      62    ,    0.654042,    0.000366,    0.253190,    0.358817,    0.445525,,
           3,           3,    0.943404,           1,      63    ,    0.659269,    0.000482,    0.146618,    0.253892,    0.350869,,
           3,           3,    0.943404,           1,      64    ,    0.664522,    0.000575,    0.095107,    0.200020,    0.301365,,
           3,           3,    0.943404,           1,      65    ,    0.669803,    0.000654,    0.093979,    0.198437,    0.299645,,
           3,           3,    0.943404,           1,      66    ,    0.675112,    0.000725,    0.143248,    0.249369,    0.346020,,
           3,           3,    0.943404,           1,      67    ,    0.680448,    0.000753,    0.247795,    0.352090,    0.438480,,
           3,           3,    0.943404,           1,      68    ,    0.685812,    0.000738,    0.410566,    0.501959,    0.570993,,
           3,           3,    0.943404,           1,      69    ,    0.691203,    0.000679,    0.613639,    0.679009,    0.725007,,
           3,           3,    0.943404,           2,      37    ,    0.531787,    0.000024,    0.601559,    0.662764,    0.701591,,
           3,           3,    0.943404,           2,      38    ,    0.536380,    0.000039,    0.396766,    0.478712,    0.533941,,
           3,           3,    0.943404,           2,      39    ,    0.540996,    0.000055,    0.233184,    0.319839,    0.383812,,
           3,           3,    0.943404,           2,      40    ,    0.545637,    0.000069,    0.124290,    0.201214,    0.265786,,
           3,           3,    0.943404,           2,      41    ,    0.550301,    0.000083,    0.060463,    0.121050,    0.181238,,
           3,           3,    0.943404,           2,      42    ,    0.554990,    0.000092,    0.027716,    0.073454,    0.128398,,
           3,           3,    0.943404,           2,      43    ,    0.559703,    0.000104,    0.014928,    0.052959,    0.105246,,
           3,           3,    0.943404,           2,      44    ,    0.564440,    0.000116,    0.016366,    0.056469,    0.110458,,
           3,           3,    0.943404,           2,      45    ,    0.569202,    0.000125,    0.032622,    0.084269,    0.143917,,
           3,           3,    0.943404,           2,      46    ,    0.573989,    0.000138,    0.070380,    0.139728,    0.206515,,
           3,           3,    0.943404,           2,      47    ,    0.578801,    0.000145,    0.140942,    0.227748,    0.299276,,
           3,           3,    0.943404,           2,      48    ,    0.583637,    0.000147,    0.257022,    0.352493,    0.422261,,
           3,           3,    0.943404,           2,      49    ,    0.588499,    0.000145,    0.425097,    0.512965,    0.571853,,
           3,           3,    0.943404,           2,      50    ,    0.593385,    0.000132,    0.627946,    0.691756,    0.732097,,
           3,           3,    0.943404,           3,      19    ,    0.453055,    0.000022,    0.587465,    0.647057,    0.684426,,
           3,           3,    0.943404,           3,      20    ,    0.457239,    0.000037,    0.382028,    0.460511,    0.512470,,
           3,           3,    0.943404,           3,      21    ,    0.461445,    0.000052,    0.221079,    0.302505,    0.360806,,
           3,           3,    0.943404,           3,      22    ,    0.465673,    0.000070,    0.115940,    0.186257,    0.242142,,
           3,           3,    0.943404,           3,      23    ,    0.469923,    0.000090,    0.055195,    0.107609,    0.155055,,
           3,           3,    0.943404,           3,      24    ,    0.474195,    0.000113,    0.023740,    0.058164,    0.094568,,
           3,           3,    0.943404,           3,      25    ,    0.478489,    0.000135,    0.009193,    0.029366,    0.054962,,
           3,           3,    0.943404,           3,      26    ,    0.482805,    0.000163,    0.003199,    0.013873,    0.030683,,
           3,           3,    0.943404,           3,      27    ,    0.487144,    0.000189,    0.001003,    0.006263,    0.017089,,
           3,           3,    0.943404,           3,      28    ,    0.491505,    0.000226,    0.000308,    0.003095,    0.010890,,
           3,           3,    0.943404,           3,      29    ,    0.495889,    0.000261,    0.000196,    0.002639,    0.010320,,
           3,           3,    0.943404,           3,      30    ,    0.500295,    0.000298,    0.000497,    0.004609,    0.015145,,
           3,           3,    0.943404,           3,      31    ,    0.504724,    0.000340,    0.001642,    0.010079,    0.026634,,
           3,           3,    0.943404,           3,      32    ,    0.509177,    0.000382,    0.004990,    0.021633,    0.047454,,
           3,           3,    0.943404,           3,      33    ,    0.513652,    0.000429,    0.013611,    0.043568,    0.081457,,
           3,           3,    0.943404,           3,      34    ,    0.518151,    0.000472,    0.033349,    0.081880,    0.133212,,
           3,           3,    0.943404,           3,      35    ,    0.522673,    0.000514,    0.073564,    0.143674,    0.207208,,
           3,           3,    0.943404,           3,      36    ,    0.527218,    0.000544,    0.146576,    0.235804,    0.306808,,
           3,           3,    0.943404,           3,      37    ,    0.531787,    0.000559,    0.264999,    0.363011,    0.433272,,
           3,           3,    0.943404,           3,      38    ,    0.536380,    0.000541,    0.434381,    0.523984,    0.583374,,
           3,           3,    0.943404,           3,      39    ,    0.540996,    0.000496,    0.636400,    0.700924,    0.741431,,
           4,           3,    0.943404,           1,      69    ,    0.691203,    0.000141,    0.627611,    0.697068,    0.747243,,
           4,           3,    0.943404,           1,      70    ,    0.696623,    0.000194,    0.427230,    0.527171,    0.603795,,
           4,           3,    0.943404,           1,      71    ,    0.702070,    0.000240,    0.266330,    0.384499,    0.481786,,
           4,           3,    0.943404,           1,      72    ,    0.707546,    0.000289,    0.167065,    0.291791,    0.401266,,
           4,           3,    0.943404,           1,      73    ,    0.713050,    0.000334,    0.131420,    0.256635,    0.370022,,
           4,           3,    0.943404,           1,      74    ,    0.718583,    0.000364,    0.158628,    0.281489,    0.390961,,
           4,           3,    0.943404,           1,      75    ,    0.724144,    0.000381,    0.250528,    0.366076,    0.463605,,
           4,           3,    0.943404,           1,      76    ,    0.729735,    0.000367,    0.407097,    0.505081,    0.582416,,
           4,           3,    0.943404,           1,      77    ,    0.735354,    0.000338,    0.608488,    0.677312,    0.728526,,
           4,           3,    0.943404,           2,      46    ,    0.573989,    0.000031,    0.608577,    0.670512,    0.709773,,
           4,           3,    0.943404,           2,      47    ,    0.578801,    0.000046,    0.404205,    0.487746,    0.543969,,
           4,           3,    0.943404,           2,      48    ,    0.583637,    0.000060,    0.239364,    0.328336,    0.393834,,
           4,           3,    0.943404,           2,      49    ,    0.588499,    0.000073,    0.128553,    0.208021,    0.274370,,
           4,           3,    0.943404,           2,      50    ,    0.593385,    0.000084,    0.062967,    0.125756,    0.187567,,
           4,           3,    0.943404,           2,      51    ,    0.598298,    0.000093,    0.028929,    0.076087,    0.132103,,
           4,           3,    0.943404,           2,      52    ,    0.603235,    0.000103,    0.015245,    0.053670,    0.106208,,
           4,           3,    0.943404,           2,      53    ,    0.608198,    0.000109,    0.015921,    0.055321,    0.108661,,
           4,           3,    0.943404,           2,      54    ,    0.613187,    0.000117,    0.031236,    0.081175,    0.139408,,
           4,           3,    0.943404,           2,      55    ,    0.618202,    0.000122,    0.067633,    0.134545,    0.199465,,
           4,           3,    0.943404,           2,      56    ,    0.623243,    0.000126,    0.136388,    0.220509,    0.290135,,
           4,           3,    0.943404,           2,      57    ,    0.628310,    0.000126,    0.250583,    0.343706,    0.411934,,
           4,           3,    0.943404,           2,      58    ,    0.633403,    0.000115,    0.417539,    0.503869,    0.561817,,
           4,           3,    0.943404,           2,      59    ,    0.638523,    0.000104,    0.620996,    0.684158,    0.724133,,
           4,           3,    0.943404,           3,      28    ,    0.491505,    0.000051,    0.594520,    0.654903,    0.692802,,
           4,           3,    0.943404,           3,      29    ,    0.495889,    0.000078,    0.389369,    0.469498,    0.522601,,
           4,           3,    0.943404,           3,      30    ,    0.500295,    0.000108,    0.227070,    0.310836,    0.370886,,
           4,           3,    0.943404,           3,      31    ,    0.504724,    0.000143,    0.120007,    0.192896,    0.250935,,
           4,           3,    0.943404,           3,      32    ,    0.509177,    0.000183,    0.057570,    0.112325,    0.162081,,
           4,           3,    0.943404,           3,      33    ,    0.513652,    0.000218,    0.024951,    0.061230,    0.099955,,
           4,           3,    0.943404,           3,      34    ,    0.518151,    0.000264,    0.009741,    0.031301,    0.059321,,
           4,           3,    0.943404,           3,      35    ,    0.522673,    0.000308,    0.003440,    0.015330,    0.035080,,
           4,           3,    0.943404,           3,      36    ,    0.527218,    0.000351,    0.001190,    0.008104,    0.023173,,
           4,           3,    0.943404,           3,      37    ,    0.531787,    0.000403,    0.000755,    0.006702,    0.021176,,
           4,           3,    0.943404,           3,      38    ,    0.536380,    0.000452,    0.001628,    0.010465,    0.028571,,
           4,           3,    0.943404,           3,      39    ,    0.540996,    0.000500,    0.004771,    0.020942,    0.046743,,
           4,           3,    0.943404,           3,      40    ,    0.545637,    0.000546,    0.013046,    0.041862,    0.078732,,
           4,           3,    0.943404,           3,      41    ,    0.550301,    0.000596,    0.032143,    0.078960,    0.128694,,
           4,           3,    0.943404,           3,      42    ,    0.554990,    0.000632,    0.071315,    0.139305,    0.201026,,
           4,           3,    0.943404,           3,      43    ,    0.559703,    0.000661,    0.142920,    0.229948,    0.299262,,
           4,           3,    0.943404,           3,      44    ,    0.564440,    0.000668,    0.259895,    0.356051,    0.425023,,
           4,           3,    0.943404,           3,      45    ,    0.569202,    0.000651,    0.428465,    0.516888,    0.575525,,
           4,           3,    0.943404,           3,      46    ,    0.573989,    0.000596,    0.631025,    0.695075,    0.735304,,
           1,           4,    0.950761,           1,      60    ,    0.643669,    0.000172,    0.619817,    0.685596,    0.731517,,
           1,           4,    0.950761,           1,      61    ,    0.648842,    0.000292,    0.417157,    0.509529,    0.578695,,
           1,           4,    0.950761,           1,      62    ,    0.654042,    0.000417,    0.253190,    0.358817,    0.445525,,
           1,           4,    0.950761,           1,      63    ,    0.659269,    0.000542,    0.146618,    0.253892,    0.350869,,
           1,           4,    0.950761,           1,      64    ,    0.664522,    0.000662,    0.095107,    0.200020,    0.301365,,
           1,           4,    0.950761,           1,      65    ,    0.669803,    0.000768,    0.093979,    0.198437,    0.299645,,
           1,           4,    0.950761,           1,      66    ,    0.675112,    0.000835,    0.143248,    0.249369,    0.346020,,
           1,           4,    0.950761,           1,      67    ,    0.680448,    0.000877,    0.247795,    0.352090,    0.438480,,
           1,           4,    0.950761,           1,      68    ,    0.685812,    0.000860,    0.410566,    0.501959,    0.570993,,
           1,           4,    0.950761,           1,      69    ,    0.691203,    0.000787,    0.613639,    0.679009,    0.725007,,
           1,           4,    0.950761,           2,      37    ,    0.531787,    0.000025,    0.601558,    0.662721,    0.701294,,
           1,           4,    0.950761,           2,      38    ,    0.536380,    0.000039,    0.396762,    0.478580,    0.533226,,
           1,           4,    0.950761,           2,      39    ,    0.540996,    0.000057,    0.233163,    0.319464,    0.382232,,
           1,           4,    0.950761,           2,      40    ,    0.545637,    0.000072,    0.124202,    0.200233,    0.262522,,
           1,           4,    0.950761,           2,      41    ,    0.550301,    0.000086,    0.060137,    0.118679,    0.174891,,
           1,           4,    0.950761,           2,      42    ,    0.554990,    0.000102,    0.026646,    0.068159,    0.116767,,
           1,           4,    0.950761,           2,      43    ,    0.559703,    0.000116,    0.011798,    0.042029,    0.085166,,
           1,           4,    0.950761,           2,      44    ,    0.564440,    0.000129,    0.008230,    0.035612,    0.077790,,
           1,           4,    0.950761,           2,      45    ,    0.569202,    0.000143,    0.013801,    0.047482,    0.093839,,
           1,           4,    0.950761,           2,      46    ,    0.573989,    0.000154,    0.031630,    0.079757,    0.134192,,
           1,           4,    0.950761,           2,      47    ,    0.578801,    0.000166,    0.069824,    0.137336,    0.200844,,
           1,           4,    0.950761,           2,      48    ,    0.583637,    0.000177,    0.140366,    0.226210,    0.295819,,
           1,           4,    0.950761,           2,      49    ,    0.588499,    0.000178,    0.256287,    0.351243,    0.419966,,
           1,           4,    0.950761,           2,      50    ,    0.593385,    0.000168,    0.424252,    0.511862,    0.570236,,
           1,           4,    0.950761,           2,      51    ,    0.598298,    0.000153,    0.627175,    0.690885,    0.731014,,
           1,           4,    0.950761,           3,      20    ,    0.457239,    0.000025,    0.588250,    0.647931,    0.685360,,
           1,           4,    0.950761,           3,      21    ,    0.461445,    0.000042,    0.382841,    0.461508,    0.513596,,
           1,           4,    0.950761,           3,      22    ,    0.465673,    0.000062,    0.221740,    0.303425,    0.361925,,
           1,           4,    0.950761,           3,      23    ,    0.469923,    0.000085,    0.116387,    0.186988,    0.243123,,
           1,           4,    0.950761,           3,      24    ,    0.474195,    0.000108,    0.055455,    0.108128,    0.155861,,
           1,           4,    0.950761,           3,      25    ,    0.478489,    0.000136,    0.023872,    0.058507,    0.095250,,
           1,           4,    0.950761,           3,      26    ,    0.482805,    0.000165,    0.009253,    0.029605,    0.055671,,
           1,           4,    0.950761,           3,      27    ,    0.487144,    0.000196,    0.003227,    0.014123,    0.031711,,
           1,           4,    0.950761,           3,      28    ,    0.491505,    0.000230,    0.001035,    0.006728,    0.018961,,
           1,           4,    0.950761,           3,      29    ,    0.495889,    0.000265,    0.000407,    0.004192,    0.014521,,
           1,           4,    0.950761,           3,      30    ,    0.500295,    0.000305,    0.000552,    0.005223,    0.017207,,
           1,           4,    0.950761,           3,      31    ,    0.504724,    0.000351,    0.001655,    0.010304,    0.027588,,
           1,           4,    0.950761,           3,      32    ,    0.509177,    0.000394,    0.004992,    0.021709,    0.047870,,
           1,           4,    0.950761,           3,      33    ,    0.513652,    0.000438,    0.013611,    0.043591,    0.081628,,
           1,           4,    0.950761,           3,      34    ,    0.518151,    0.000487,    0.033349,    0.081887,    0.133279,,
           1,           4,    0.950761,           3,      35    ,    0.522673,    0.000528,    0.073564,    0.143675,    0.207232,,
           1,           4,    0.950761,           3,      36    ,    0.527218,    0.000557,    0.146576,    0.235804,    0.306816,,
           1,           4,    0.950761,           3,      37    ,    0.531787,    0.000573,    0.264999,    0.363011,    0.433275,,
           1,           4,    0.950761,           3,      38    ,    0.536380,    0.000560,    0.434381,    0.523984,    0.583375,,
           1,           4,    0.950761,           3,      39    ,    0.540996,    0.000521,    0.636400,    0.700924,    0.741431,,
           2,           4,    0.950761,           1,      68    ,    0.685812,    0.000221,    0.629456,    0.704890,    0.761141,,
           2,           4,    0.950761,           1,      69    ,    0.691203,    0.000331,    0.433447,    0.544115,    0.630136,,
           2,           4,    0.950761,           1,      70    ,    0.696623,    0.000436,    0.282364,    0.416484,    0.525403,,
           2,           4,    0.950761,           1,      71    ,    0.702070,    0.000528,    0.201887,    0.346242,    0.467212,,
           2,           4,    0.950761,           1,      72    ,    0.707546,    0.000594,    0.197566,    0.341529,    0.462858,,
           2,           4,    0.950761,           1,      73    ,    0.713050,    0.000635,    0.270304,    0.403637,    0.513614,,
           2,           4,    0.950761,           1,      74    ,    0.718583,    0.000627,    0.416666,    0.526928,    0.614551,,
           2,           4,    0.950761,           1,      75    ,    0.724144,    0.000578,    0.613040,    0.688799,    0.746757,,
           2,           4,    0.950761,           2,      45    ,    0.569202,    0.000037,    0.607822,    0.670119,    0.710895,,
           2,           4,    0.950761,           2,      46    ,    0.573989,    0.000054,    0.403479,    0.488015,    0.547361,,
           2,           4,    0.950761,           2,      47    ,    0.578801,    0.000073,    0.239064,    0.330564,    0.401814,,
           2,           4,    0.950761,           2,      48    ,    0.583637,    0.000091,    0.129405,    0.214567,    0.290562,,
           2,           4,    0.950761,           2,      49    ,    0.588499,    0.000107,    0.066709,    0.140785,    0.217300,,
           2,           4,    0.950761,           2,      50    ,    0.593385,    0.000122,    0.039644,    0.106444,    0.182629,,
           2,           4,    0.950761,           2,      51    ,    0.598298,    0.000134,    0.041318,    0.109501,    0.186500,,
           2,           4,    0.950761,           2,      52    ,    0.603235,    0.000145,    0.072047,    0.149866,    0.228541,,
           2,           4,    0.950761,           2,      53    ,    0.608198,    0.000152,    0.139034,    0.229186,    0.307960,,
           2,           4,    0.950761,           2,      54    ,    0.613187,    0.000156,    0.253049,    0.349306,    0.423073,,
           2,           4,    0.950761,           2,      55    ,    0.618202,    0.000155,    0.420139,    0.507956,    0.568912,,
           2,           4,    0.950761,           2,      56    ,    0.623243,    0.000141,    0.623335,    0.687076,    0.728455,,
           2,           4,    0.950761,           3,      27    ,    0.487144,    0.000055,    0.593737,    0.654033,    0.691881,,
           2,           4,    0.950761,           3,      28    ,    0.491505,    0.000089,    0.388551,    0.468499,    0.521494,,
           2,           4,    0.950761,           3,      29    ,    0.495889,    0.000122,    0.226400,    0.309909,    0.369816,,
           2,           4,    0.950761,           3,      30    ,    0.500295,    0.000163,    0.119551,    0.192165,    0.250093,,
           2,           4,    0.950761,           3,      31    ,    0.504724,    0.000207,    0.057303,    0.111842,    0.161645,,
           2,           4,    0.950761,           3,      32    ,    0.509177,    0.000254,    0.024818,    0.061032,    0.100171,,
           2,           4,    0.950761,           3,      33    ,    0.513652,    0.000303,    0.009702,    0.031502,    0.060635,,
           2,           4,    0.950761,           3,      34    ,    0.518151,    0.000356,    0.003508,    0.016264,    0.038313,,
           2,           4,    0.950761,           3,      35    ,    0.522673,    0.000406,    0.001525,    0.010555,    0.029745,,
           2,           4,    0.950761,           3,      36    ,    0.527218,    0.000464,    0.001876,    0.012241,    0.033330,,
           2,           4,    0.950761,           3,      37    ,    0.531787,    0.000530,    0.004895,    0.021877,    0.049530,,
           2,           4,    0.950761,           3,      38    ,    0.536380,    0.000587,    0.013219,    0.042613,    0.080693,,
           2,           4,    0.950761,           3,      39    ,    0.540996,    0.000635,    0.032487,    0.079876,    0.130490,,
           2,           4,    0.950761,           3,      40    ,    0.545637,    0.000683,    0.071953,    0.140572,    0.202992,,
           2,           4,    0.950761,           3,      41    ,    0.550301,    0.000715,    0.143958,    0.231621,    0.301490,,
           2,           4,    0.950761,           3,      42    ,    0.554990,    0.000734,    0.261348,    0.358036,    0.427405,,
           2,           4,    0.950761,           3,      43    ,    0.559703,    0.000715,    0.430153,    0.518915,    0.577780,,
           2,           4,    0.950761,           3,      44    ,    0.564440,    0.000656,    0.632563,    0.696750,    0.737063,,
           3,           4,    0.950761,           1,      61    ,    0.648842,    0.000169,    0.624240,    0.699768,    0.756545,,
           3,           4,    0.950761,           1,      62    ,    0.654042,    0.000280,    0.428060,    0.538573,    0.625077,,
           3,           4,    0.950761,           1,      63    ,    0.659269,    0.000392,    0.278430,    0.412248,    0.521467,,
           3,           4,    0.950761,           1,      64    ,    0.664522,    0.000488,    0.200389,    0.344549,    0.465590,,
           3,           4,    0.950761,           1,      65    ,    0.669803,    0.000575,    0.198817,    0.342834,    0.464006,,
           3,           4,    0.950761,           1,      66    ,    0.675112,    0.000632,    0.274044,    0.407575,    0.517178,,
           3,           4,    0.950761,           1,      67    ,    0.680448,    0.000655,    0.421958,    0.532322,    0.619407,,
           3,           4,    0.950761,           1,      68    ,    0.685812,    0.000631,    0.618270,    0.693916,    0.751312,,
           3,           4,    0.950761,           2,      38    ,    0.536380,    0.000022,    0.602344,    0.663757,    0.703187,,
           3,           4,    0.950761,           2,      39    ,    0.540996,    0.000037,    0.397612,    0.480088,    0.536617,,
           3,           4,    0.950761,           2,      40    ,    0.545637,    0.000049,    0.233953,    0.321758,    0.388176,,
           3,           4,    0.950761,           2,      41    ,    0.550301,    0.000064,    0.125084,    0.204333,    0.273075,,
           3,           4,    0.950761,           2,      42    ,    0.554990,    0.000075,    0.061807,    0.126860,    0.193559,,
           3,           4,    0.950761,           2,      43    ,    0.559703,    0.000088,    0.030978,    0.084670,    0.148875,,
           3,           4,    0.950761,           2,      44    ,    0.564440,    0.000101,    0.023097,    0.073887,    0.138007,,
           3,           4,    0.950761,           2,      45    ,    0.569202,    0.000112,    0.035135,    0.093120,    0.160322,,
           3,           4,    0.950761,           2,      46    ,    0.573989,    0.000122,    0.071215,    0.143888,    0.215725,,
           3,           4,    0.950761,           2,      47    ,    0.578801,    0.000129,    0.141188,    0.229555,    0.304150,,
           3,           4,    0.950761,           2,      48    ,    0.583637,    0.000134,    0.257086,    0.353219,    0.424688,,
           3,           4,    0.950761,           2,      49    ,    0.588499,    0.000131,    0.425112,    0.513234,    0.572983,,
           3,           4,    0.950761,           2,      50    ,    0.593385,    0.000125,    0.627949,    0.691846,    0.732577,,
           3,           4,    0.950761,           3,      20    ,    0.457239,    0.000021,    0.588250,    0.647931,    0.685362,,
           3,           4,    0.950761,           3,      21    ,    0.461445,    0.000036,    0.382841,    0.461508,    0.513603,,
           3,           4,    0.950761,           3,      22    ,    0.465673,    0.000054,    0.221740,    0.303427,    0.361945,,
