             p_index,             x_index,             z_index,             p_level,             x_level,             z_level,                prod,                wage,               pdist,               zdist,            epz_dist,      epz_dist_young,      epz_dist_prime,          epz_dist_x,    epz_dist_young_x,    epz_dist_prime_x,            upz_dist,      upz_dist_young,      upz_dist_prime,          upz_dist_x,    upz_dist_young_x,    upz_dist_prime_x,             up_dist,          uallp_dist,       up_dist_young,       up_dist_prime,      up_search_dist,up_search_dist_young,up_search_dist_prime,        up_rest_dist,  up_rest_dist_young,  up_rest_dist_prime,       up_reall_dist, up_reall_dist_young, up_reall_dist_prime,      e_dist_e1yb4_x,    sep_dist_e1yb4_x,          z_r_binary,          z_s_binary,            z_r_func,            z_s_func,,
   1,   1,   1,    0.911621,    1.000000,    0.216839,    0.197675,    0.541939,    0.127556,    0.006094,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000015,    0.000000,    0.000014,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   2,    0.911621,    1.000000,    0.221615,    0.202029,    0.544009,    0.127556,    0.002098,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000047,    0.000002,    0.000058,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   3,    0.911621,    1.000000,    0.226427,    0.206415,    0.546094,    0.127556,    0.001501,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000043,    0.000002,    0.000051,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   4,    0.911621,    1.000000,    0.231274,    0.210834,    0.548195,    0.127556,    0.001238,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000054,    0.000001,    0.000063,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   5,    0.911621,    1.000000,    0.236157,    0.215286,    0.550312,    0.127556,    0.001211,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000062,    0.000003,    0.000070,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   6,    0.911621,    1.000000,    0.241076,    0.219770,    0.552444,    0.127556,    0.001289,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000080,    0.000005,    0.000090,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   7,    0.911621,    1.000000,    0.246032,    0.224288,    0.554591,    0.127556,    0.001407,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000095,    0.000003,    0.000119,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   8,    0.911621,    1.000000,    0.251024,    0.228839,    0.556755,    0.127556,    0.001540,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000116,    0.000008,    0.000131,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   9,    0.911621,    1.000000,    0.256054,    0.233424,    0.558935,    0.127556,    0.001684,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000145,    0.000007,    0.000157,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,  10,    0.911621,    1.000000,    0.261120,    0.238043,    0.561131,    0.127556,    0.001839,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000169,    0.000009,    0.000179,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,  11,    0.911621,    1.000000,    0.266225,    0.242696,    0.563343,    0.127556,    0.002004,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000202,    0.000014,    0.000217,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,  12,    0.911621,    1.000000,    0.271367,    0.247384,    0.565572,    0.127556,    0.002181,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000239,    0.000014,    0.000240,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,  13,    0.911621,    1.000000,    0.276547,    0.252106,    0.567817,    0.127556,    0.002368,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000271,    0.000016,    0.000290,    0.000000,    0.000000,    0.000000,    0.118200,    0.148220,    0.204021,    0.102835,    0.034366,    0.061730,    0.029614,    0.082310,    0.139476,    0.071901,    0.001525,    0.002815,    0.001320,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
