     qtr, qtr_win,id,  l_ult3m,  l_ult5m,  l_ult9m, l_ult13m, l_ugt13m,      u_q,      Xjf,      Yjf, data_qtr,data_qtr3,
     663,      63, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.9296,  -0.4293,  -2.8001,  -1.2553,
     664,      64, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.7550,  -0.4512,  -2.9856,  -1.2726,
     665,      65, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.4479,  -0.3397,  -3.3036,  -1.1565,
     666,      66, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.1797,  -0.0930,  -3.5827,  -0.9053,
     667,      67, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,   0.1057,   0.0219,  -3.6677,  -0.7858,
     668,      68, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.0607,  -0.0609,  -3.8450,  -0.8640,
     669,      69, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.2332,   0.0805,  -4.0284,  -0.7180,
     670,      70, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.2966,   0.1512,  -4.1027,  -0.6428,
     671,      71, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.3026,   0.1649,  -4.1196,  -0.6245,
     672,      72, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.3187,   0.1968,  -4.1466,  -0.5880,
     673,      73, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.3529,   0.1668,  -4.1918,  -0.6135,
     674,      74, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.5386,   0.1839,  -4.3884,  -0.5918,
     675,      75, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6944,   0.2498,  -4.5551,  -0.5213,
     676,      76, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6005,   0.3212,  -4.4721,  -0.4453,
     677,      77, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.5218,   0.3029,  -4.4043,  -0.4591,
     678,      78, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6244,   0.2015,  -4.5178,  -0.5559,
     679,      79, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.7232,   0.2915,  -4.6276,  -0.4613,
     680,      80, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.7609,   0.3107,  -4.6762,  -0.4375,
     681,      81, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6990,   0.3433,  -4.6252,  -0.4003,
     682,      82, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6725,   0.3207,  -4.6096,  -0.4183,
     683,      83, 2,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -1.0000,  -0.6404,   0.3348,  -4.5884,  -0.3997,
