             p_index,             x_index,             z_index,             p_level,             x_level,             z_level,                prod,                wage,               pdist,               zdist,            epz_dist,      epz_dist_young,      epz_dist_prime,          epz_dist_x,    epz_dist_young_x,    epz_dist_prime_x,            upz_dist,      upz_dist_young,      upz_dist_prime,          upz_dist_x,    upz_dist_young_x,    upz_dist_prime_x,             up_dist,          uallp_dist,       up_dist_young,       up_dist_prime,      up_search_dist,up_search_dist_young,up_search_dist_prime,        up_rest_dist,  up_rest_dist_young,  up_rest_dist_prime,       up_reall_dist, up_reall_dist_young, up_reall_dist_prime,      e_dist_e1yb4_x,    sep_dist_e1yb4_x,          z_r_binary,          z_s_binary,            z_r_func,            z_s_func,,
   1,   1,   1,    0.924611,    1.000000,    0.299006,    0.276464,    0.382204,    0.012051,    0.008464,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   2,    0.924611,    1.000000,    0.302984,    0.280142,    0.385219,    0.012051,    0.002196,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   3,    0.924611,    1.000000,    0.306985,    0.283841,    0.388251,    0.012051,    0.001206,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   4,    0.924611,    1.000000,    0.311007,    0.287560,    0.391299,    0.012051,    0.001200,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   5,    0.924611,    1.000000,    0.315051,    0.291300,    0.394364,    0.012051,    0.001310,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   6,    0.924611,    1.000000,    0.319118,    0.295060,    0.397447,    0.012051,    0.001433,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   7,    0.924611,    1.000000,    0.323208,    0.298841,    0.400546,    0.012051,    0.001564,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   8,    0.924611,    1.000000,    0.327319,    0.302643,    0.403662,    0.012051,    0.001705,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,   9,    0.924611,    1.000000,    0.331454,    0.306466,    0.406796,    0.012051,    0.001856,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,  10,    0.924611,    1.000000,    0.335611,    0.310310,    0.409947,    0.012051,    0.002016,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,  11,    0.924611,    1.000000,    0.339792,    0.314175,    0.413115,    0.012051,    0.002187,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,  12,    0.924611,    1.000000,    0.343995,    0.318062,    0.416300,    0.012051,    0.002369,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,  13,    0.924611,    1.000000,    0.348222,    0.321970,    0.419504,    0.012051,    0.002561,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,  14,    0.924611,    1.000000,    0.352472,    0.325899,    0.422725,    0.012051,    0.002765,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
   1,   1,  15,    0.924611,    1.000000,    0.356745,    0.329851,    0.425964,    0.012051,    0.002980,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.127530,    0.155067,    0.157816,    0.119448,    0.016533,    0.021654,    0.015891,    0.109502,    0.133246,    0.102429,    0.001494,    0.002917,    0.001128,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,,
